Date,Open,High,Low,Close,Adj Close,Volume,ticker
2020-01-02,91.08000183105469,91.61000061035156,89.79000091552734,89.97000122070312,80.64801788330078,2672200,TSN
2020-01-03,90.16000366210938,91.55999755859375,89.91000366210938,90.58000183105469,81.19481658935547,2506100,TSN
2020-01-06,90.22000122070312,90.30000305175781,89.5199966430664,90.1500015258789,80.80936431884766,2262500,TSN
2020-01-07,89.61000061035156,90.63999938964844,88.80999755859375,88.83999633789062,79.6351089477539,2088700,TSN
2020-01-08,89.04000091552734,89.87000274658203,88.68000030517578,89.38999938964844,80.12811279296875,2166400,TSN
2020-01-09,90.0,90.43000030517578,89.02999877929688,89.20999908447266,79.9667739868164,2427600,TSN
2020-01-10,90.72000122070312,92.38999938964844,90.05000305175781,91.91999816894531,82.39598083496094,4461600,TSN
2020-01-13,92.45999908447266,94.23999786376953,92.37000274658203,93.45999908447266,83.77642059326172,3770000,TSN
2020-01-14,93.48999786376953,93.68000030517578,91.63999938964844,91.94000244140625,82.41392517089844,2812800,TSN
2020-01-15,91.63999938964844,92.33000183105469,90.44000244140625,90.79000091552734,81.3830795288086,2814400,TSN
2020-01-16,89.66000366210938,90.9000015258789,88.41000366210938,90.0199966430664,80.6928482055664,2982000,TSN
2020-01-17,90.11000061035156,90.81999969482422,89.05999755859375,89.86000061035156,80.54942321777344,2684900,TSN
2020-01-21,89.63999938964844,90.25,86.9800033569336,87.47000122070312,78.40705108642578,4196700,TSN
2020-01-22,88.25,89.37999725341797,87.52999877929688,87.61000061035156,78.53253936767578,3197500,TSN
2020-01-23,87.2699966430664,88.36000061035156,86.1500015258789,87.95999908447266,78.84628295898438,3024200,TSN
2020-01-24,88.31999969482422,88.37999725341797,84.91000366210938,85.93000030517578,77.02661895751953,2688000,TSN
2020-01-27,84.69999694824219,85.55000305175781,83.81999969482422,84.1500015258789,75.43104553222656,2323000,TSN
2020-01-28,84.16000366210938,84.97000122070312,83.62999725341797,84.56999969482422,75.8075180053711,1680300,TSN
2020-01-29,84.98999786376953,85.0,82.95999908447266,84.41000366210938,75.66410827636719,3641800,TSN
2020-01-30,84.08000183105469,85.05999755859375,83.88999938964844,84.75,75.96887969970703,2267500,TSN
